TimeUS,RollRate,Roll,DesRoll
17.025,-3.14627,5.14138,2.38039
17.05,-3.26472,5.06273,2.3202
17.075,-3.37348,4.98111,2.26049
17.1,-3.47275,4.89677,2.20131
17.125,-3.56277,4.80995,2.14271
17.15,-3.64378,4.72088,2.08475
17.175,-3.71602,4.62979,2.02747
17.2,-3.77974,4.53689,1.97092
17.225,-3.83519,4.44239,1.91513
17.25,-3.88263,4.34651,1.86015
17.275,-3.92232,4.24945,1.80603
17.3,-3.95452,4.15139,1.75277
17.325,-3.97949,4.05253,1.70042
17.35,-3.99749,3.95304,1.64903
17.375,-4.00879,3.8531,1.59858
17.4,-4.01366,3.75288,1.54911
17.425,-4.01236,3.65254,1.50067
17.45,-4.00516,3.55223,1.45324
17.475,-3.99231,3.4521,1.40685
17.5,-3.97408,3.3523,1.36151
17.525,-3.95073,3.25294,1.31724
17.55,-3.92251,3.15418,1.27405
17.575,-3.88969,3.05611,1.23194
17.6,-3.8525,2.95887,1.19092
17.625,-3.8112,2.86256,1.15098
17.65,-3.76603,2.76728,1.11214
17.675,-3.71723,2.67313,1.07441
17.7,-3.66504,2.5802,1.03776
17.725,-3.60969,2.48857,1.00221
17.75,-3.5514,2.39833,0.967736
17.775,-3.4904,2.30954,0.934355
17.8,-3.4269,2.22228,0.902036
17.825,-3.36112,2.13661,0.870793
17.85,-3.29325,2.05258,0.840606
17.875,-3.2235,1.97025,0.811464
17.9,-3.15207,1.88966,0.783364
17.925,-3.07915,1.81086,0.756279
17.95,-3.00491,1.73388,0.730214
17.975,-2.92953,1.65876,0.705145
18,-2.85319,1.58552,0.681052
18.025,-2.77605,1.51419,0.657923
18.05,-2.69827,1.44479,0.635748
18.075,-2.62001,1.37734,0.614503
18.1,-2.54141,1.31183,0.594168
18.125,-2.46261,1.2483,0.574737
18.15,-2.38375,1.18673,0.55618
18.175,-2.30496,1.12714,0.538493
18.2,-2.22636,1.06952,0.521644
18.225,-2.14807,1.01386,0.505601
18.25,-2.07021,0.960156,0.490382
18.275,-1.99287,0.908401,0.47593
18.3,-1.91615,0.858579,0.462247
18.325,-1.84017,0.810675,0.449307
18.35,-1.76499,0.764671,0.437083
18.375,-1.69071,0.720546,0.425561
18.4,-1.6174,0.678279,0.414723
18.425,-1.54514,0.637843,0.404552
18.45,-1.474,0.599215,0.395014
18.475,-1.40403,0.562365,0.386101
18.5,-1.3353,0.527264,0.377785
18.525,-1.26786,0.493882,0.370049
18.55,-1.20176,0.462185,0.362877
18.575,-1.13704,0.432141,0.356235
18.6,-1.07375,0.403715,0.350134
18.625,-1.01191,0.376871,0.34452
18.65,-0.95156,0.351573,0.339408
18.675,-0.892727,0.327784,0.334742
18.7,-0.835432,0.305466,0.330545
18.725,-0.779697,0.284581,0.326759
18.75,-0.725536,0.265088,0.323397
18.775,-1.32249,0.24695,-5.4188
18.8,-1.88801,0.213887,-5.49586
18.825,-2.42233,0.166687,-5.57218
18.85,-2.92573,0.106129,-5.64756
18.875,-3.39854,0.0329858,-5.72178
18.9,-3.84115,-0.0519778,-5.79466
18.925,-4.25397,-0.148007,-5.86603
18.95,-4.63745,-0.254356,-5.93571
18.975,-4.9921,-0.370292,-6.00353
19,-5.31843,-0.495094,-6.06934
19.025,-5.61702,-0.628055,-6.133
19.05,-5.88845,-0.768481,-6.19438
19.075,-6.13333,-0.915692,-6.25334
19.1,-6.35231,-1.06902,-6.30978
19.125,-6.54604,-1.22783,-6.36358
19.15,-6.71522,-1.39148,-6.41464
19.175,-6.86053,-1.55936,-6.46287
19.2,-6.9827,-1.73088,-6.5082
19.225,-7.08246,-1.90545,-6.55053
19.25,-7.16053,-2.08251,-6.58981
19.275,-7.21767,-2.26152,-6.62596
19.3,-7.25464,-2.44196,-6.65896
19.325,-7.2722,-2.62333,-6.68874
19.35,-7.27112,-2.80513,-6.71526
19.375,-7.25216,-2.98691,-6.73849
19.4,-7.21609,-3.16821,-6.75841
19.425,-7.16368,-3.34862,-6.775
19.45,-7.0957,-3.52771,-6.78826
19.475,-7.01291,-3.7051,-6.79815
19.5,-6.91607,-3.88042,-6.80469
19.525,-6.80592,-4.05333,-6.80787
19.55,-6.68323,-4.22347,-6.80771
19.575,-6.54871,-4.39055,-6.80422
19.6,-6.4031,-4.55427,-6.79742
19.625,-6.24712,-4.71435,-6.78734
19.65,-6.08146,-4.87053,-6.77398
19.675,-5.90682,-5.02256,-6.7574
19.7,-5.72389,-5.17023,-6.73762
19.725,-5.53333,-5.31333,-6.71468
19.75,-5.33578,-5.45166,-6.68862
19.775,-5.13189,-5.58506,-6.6595
19.8,-4.92229,-5.71336,-6.62736
19.825,-4.70757,-5.83641,-6.59225
19.85,-4.48832,-5.9541,-6.55423
19.875,-4.26512,-6.06631,-6.51335
19.9,-4.03853,-6.17294,-6.46968
19.925,-3.80909,-6.2739,-6.42328
19.95,-3.5773,-6.36913,-6.37421
19.975,-3.34369,-6.45856,-6.32253
20,-3.10874,-6.54215,-6.26832
20.025,-2.8729,-6.61987,-6.21165
20.05,-2.63664,-6.6917,-6.15259
20.075,-2.40039,-6.75761,-6.09121
20.1,-2.16455,-6.81762,-6.02758
20.125,-1.92953,-6.87173,-5.96178
20.15,-1.6957,-6.91997,-5.89389
20.175,-1.46343,-6.96237,-5.824
20.2,-1.23306,-6.99895,-5.75215
20.225,-1.0049,-7.02978,-5.67846
20.25,-0.779285,-7.0549,-5.60297
20.275,-0.55649,-7.07438,-5.52579
20.3,-0.336791,-7.08829,-5.44698
20.325,-0.120447,-7.09671,-5.36663
20.35,0.0922997,-7.09973,-5.28482
20.375,0.301224,-7.09742,-5.20162
20.4,0.506114,-7.08989,-5.11712
20.425,0.706776,-7.07723,-5.03139
20.45,0.903031,-7.05957,-4.9445
20.475,1.09471,-7.03699,-4.85655
20.5,1.28167,-7.00962,-4.76761
20.525,1.46377,-6.97758,-4.67773
20.55,1.64088,-6.94099,-4.58703
20.575,1.81291,-6.89996,-4.49555
20.6,1.97974,-6.85464,-4.40337
20.625,2.14129,-6.80515,-4.31058
20.65,1.33529,-6.75162,-12.7193
20.675,0.573151,-6.71823,-12.7328
20.7,-0.145557,-6.7039,-12.7455
20.725,-0.821323,-6.70754,-12.7571
20.75,-1.45471,-6.72808,-12.7673
20.775,-2.04632,-6.76444,-12.7761
20.8,-2.59685,-6.8156,-12.783
20.825,-3.107,-6.88052,-12.7879
20.85,-3.57756,-6.9582,-12.7907
20.875,-4.00933,-7.04764,-12.7911
20.9,-4.40318,-7.14787,-12.789
20.925,-4.76001,-7.25795,-12.7841
20.95,-5.08072,-7.37695,-12.7765
20.975,-5.36629,-7.50397,-12.7658
21,-5.6177,-7.63813,-12.752
21.025,-5.83596,-7.77857,-12.735
21.05,-6.02208,-7.92447,-12.7146
21.075,-6.17712,-8.07502,-12.6908
21.1,-6.30213,-8.22945,-12.6635
21.125,-6.39819,-8.387,-12.6326
21.15,-6.46636,-8.54695,-12.598
21.175,-6.50775,-8.70861,-12.5597
21.2,-6.52343,-8.87131,-12.5175
21.225,-6.51449,-9.03439,-12.4716
21.25,-6.48203,-9.19726,-12.4218
21.275,-6.42714,-9.35931,-12.368
21.3,-6.35088,-9.51998,-12.3104
21.325,-6.25434,-9.67876,-12.2489
21.35,-6.13859,-9.83512,-12.1834
21.375,-6.00467,-9.98858,-12.114
21.4,-5.85363,-10.1387,-12.0407
21.425,-5.6865,-10.285,-11.9634
21.45,-5.5043,-10.4272,-11.8823
21.475,-5.30803,-10.5648,-11.7973
21.5,-5.09865,-10.6975,-11.7085
21.525,-4.87715,-10.825,-11.6159
21.55,-4.64446,-10.9469,-11.5196
21.575,-4.4015,-11.063,-11.4196
21.6,-4.14918,-11.1731,-11.3159
21.625,-3.88837,-11.2768,-11.2087
21.65,-3.61994,-11.374,-11.098
21.675,-3.34472,-11.4645,-10.9838
21.7,-3.06351,-11.5481,-10.8662
21.725,-2.77712,-11.6247,-10.7453
21.75,-2.48629,-11.6941,-10.6212
21.775,-2.19176,-11.7563,-10.494
21.8,-1.89426,-11.8111,-10.3637
21.825,-1.59447,-11.8584,-10.2305
21.85,-1.29305,-11.8983,-10.0943
21.875,-0.990632,-11.9306,-9.95545
21.9,-0.687842,-11.9554,-9.81388
21.925,-0.385263,-11.9726,-9.66973
21.95,-0.0834575,-11.9822,-9.52312
21.975,0.217036,-11.9843,-9.37413
22,0.515702,-11.9789,-9.22287
22.025,0.812053,-11.966,-9.06947
22.05,1.10562,-11.9457,-8.91401
22.075,1.39597,-11.918,-8.75662
22.1,1.68267,-11.8831,-8.5974
22.125,1.96534,-11.8411,-8.43648
22.15,2.24359,-11.7919,-8.27395
22.175,2.51709,-11.7358,-8.10994
22.2,2.7855,-11.6729,-7.94456
22.225,3.04851,-11.6033,-7.77793
22.25,3.30584,-11.5271,-7.61015
22.275,3.55722,-11.4444,-7.44135
22.3,3.80242,-11.3555,-7.27163
22.325,4.04119,-11.2604,-7.10112
22.35,4.27334,-11.1594,-6.92992
22.375,4.49868,-11.0526,-6.75815
22.4,4.71704,-10.9401,-6.58592
22.425,4.14191,-10.8222,-13.3615
22.45,3.59978,-10.7186,-13.2764
22.475,3.09022,-10.6286,-13.1908
22.5,2.61277,-10.5514,-13.1046
22.525,2.16689,-10.4861,-13.0176
22.55,1.75204,-10.4319,-12.9296
22.575,1.36761,-10.3881,-12.8405
22.6,1.01299,-10.3539,-12.7502
22.625,0.68752,-10.3286,-12.6585
22.65,0.390504,-10.3114,-12.5652
22.675,0.121233,-10.3016,-12.4704
22.7,-0.121029,-10.2986,-12.3739
22.725,-0.337036,-10.3016,-12.2755
22.75,-0.527564,-10.31,-12.1752
22.775,-0.6934,-10.3232,-12.0729
22.8,-0.835349,-10.3406,-11.9686
22.825,-0.954223,-10.3615,-11.8621
22.85,-1.05085,-10.3853,-11.7534
22.875,-1.12605,-10.4116,-11.6425
22.9,-1.18066,-10.4397,-11.5292
22.925,-1.21553,-10.4692,-11.4137
22.95,-1.23148,-10.4996,-11.2958
22.975,-1.22937,-10.5304,-11.1755
23,-1.21003,-10.5612,-11.0528
23.025,-1.17428,-10.5914,-10.9278
23.05,-1.12297,-10.6208,-10.8003
23.075,-1.05691,-10.6488,-10.6704
23.1,-0.976914,-10.6753,-10.5381
23.125,-0.883799,-10.6997,-10.4035
23.15,-0.778359,-10.7218,-10.2665
23.175,-0.661379,-10.7412,-10.1271
23.2,-0.533634,-10.7578,-9.9855
23.225,-0.395887,-10.7711,-9.84161
23.25,-0.248887,-10.781,-9.6955
23.275,-0.0933689,-10.7872,-9.54722
23.3,0.069948,-10.7896,-9.39682
23.325,0.240359,-10.7878,-9.24436
23.35,0.417176,-10.7818,-9.0899
23.375,0.599728,-10.7714,-8.93349
23.4,0.787359,-10.7564,-8.77522
23.425,0.979433,-10.7367,-8.61515
23.45,1.17533,-10.7122,-8.45334
23.475,1.37445,-10.6828,-8.28989
23.5,1.57622,-10.6485,-8.12487
23.525,1.78005,-10.6091,-7.95837
23.55,1.98542,-10.5646,-7.79047
23.575,2.1918,-10.5149,-7.62125
23.6,2.39867,-10.4601,-7.45081
23.625,2.60556,-10.4002,-7.27925
23.65,2.81198,-10.335,-7.10665
23.675,3.0175,-10.2647,-6.93311
23.7,3.22168,-10.1893,-6.75872
23.725,3.42411,-10.1087,-6.58359
23.75,3.6244,-10.0231,-6.40781
23.775,3.82217,-9.93254,-6.23148
23.8,4.01707,-9.83698,-6.05471
23.825,4.20876,-9.73655,-5.87759
23.85,4.39692,-9.63134,-5.70021
23.875,4.58126,-9.52141,-5.52269
23.9,4.76148,-9.40688,-5.34512
23.925,4.93733,-9.28784,-5.16761
23.95,5.10856,-9.16441,-4.99024
23.975,5.27493,-9.0367,-4.81312
24,5.43623,-8.90482,-4.63634
24.025,5.59227,-8.76892,-4.46001
24.05,5.74287,-8.62911,-4.28421
24.075,5.88785,-8.48554,-4.10905
24.1,5.69163,-8.33834,-6.89864
24.125,5.50716,-8.19605,-6.7582
24.15,5.33419,-8.05837,-6.6184
24.175,5.17243,-7.92502,-6.47921
24.2,5.02159,-7.79571,-6.34059
24.225,4.88137,-7.67017,-6.20251
24.25,4.75146,-7.54813,-6.06493
24.275,4.63156,-7.42935,-5.92782
24.3,4.52132,-7.31356,-5.79116
24.325,4.42044,-7.20053,-5.65493
24.35,4.32858,-7.09001,-5.51911
24.375,4.2454,-6.9818,-5.38368
24.4,4.17056,-6.87567,-5.24862
24.425,4.10374,-6.7714,-5.11395
24.45,4.04458,-6.66881,-4.97962
24.475,3.99274,-6.56769,-4.84567
24.5,3.9479,-6.46787,-4.71206
24.525,3.90969,-6.36918,-4.57882
24.55,3.8778,-6.27143,-4.44593
24.575,3.85188,-6.17449,-4.31341
24.6,3.83159,-6.07819,-4.18127
24.625,3.81661,-5.9824,-4.04952
24.65,3.80662,-5.88699,-3.91816
24.675,3.80128,-5.79182,-3.78722
24.7,3.80028,-5.69679,-3.6567
24.725,3.80332,-5.60178,-3.52663
24.75,3.81007,-5.5067,-3.39702
24.775,3.82025,-5.41145,-3.2679
24.8,3.83355,-5.31594,-3.1393
24.825,3.84969,-5.2201,-3.01122
24.85,3.86838,-5.12386,-2.8837
24.875,3.88936,-5.02715,-2.75677
24.9,3.91234,-4.92992,-2.63045
24.925,3.93708,-4.83211,-2.50477
24.95,3.96332,-4.73368,-2.37976
24.975,3.99081,-4.6346,-2.25545
25,4.01932,-4.53483,-2.13186
25.025,4.04862,-4.43435,-2.00904
25.05,4.07849,-4.33313,-1.887
25.075,4.10872,-4.23117,-1.76579
25.1,4.1391,-4.12845,-1.64543
25.125,4.16943,-4.02497,-1.52596
25.15,4.19954,-3.92074,-1.40739
25.175,4.22924,-3.81575,-1.28978
25.2,4.25836,-3.71002,-1.17315
25.225,4.28674,-3.60356,-1.05753
25.25,4.31423,-3.49639,-0.942953
25.275,4.34068,-3.38853,-0.829445
25.3,4.36595,-3.28002,-0.71704
25.325,4.38993,-3.17087,-0.605772
25.35,4.41248,-3.06112,-0.495664
25.375,4.4335,-2.95081,-0.386743
25.4,4.45289,-2.83997,-0.279047
25.425,4.47054,-2.72865,-0.172595
25.45,4.48636,-2.61689,-0.0674113
25.475,4.50029,-2.50473,0.0364777
25.5,4.51224,-2.39222,0.139034
25.525,4.52215,-2.27941,0.240253
25.55,4.52996,-2.16636,0.340098
25.575,4.53562,-2.05311,0.438548
25.6,4.53909,-1.93972,0.535592
25.625,4.54032,-1.82624,0.631202
25.65,4.53928,-1.71273,0.725357
25.675,4.53596,-1.59925,0.818041
25.7,4.53032,-1.48585,0.909243
25.725,4.52237,-1.3726,0.998945
25.75,4.51208,-1.25954,1.08713
25.775,4.49946,-1.14673,1.17378
25.8,4.48452,-1.03425,1.25889
25.825,4.46725,-0.922135,1.34245
25.85,4.44768,-0.810454,1.42445
25.875,4.42581,-0.699262,1.50486
25.9,4.40169,-0.588617,1.58371
25.925,4.37532,-0.478574,1.66096
25.95,4.34675,-0.369191,1.73662
25.975,4.316,-0.260523,1.81069
26,4.28312,-0.152623,1.88316
26.025,4.24814,-0.0455449,1.95402
26.05,4.21112,0.0606587,2.02328
26.075,4.1721,0.165937,2.09094
26.1,4.13113,0.270239,2.157
26.125,4.08827,0.373517,2.22146
26.15,4.04357,0.475724,2.28432
26.175,3.99708,0.576813,2.34558
26.2,3.94888,0.67674,2.40526
26.225,3.89903,0.775462,2.46337
26.25,3.84757,0.872938,2.51989
26.275,3.7946,0.969127,2.57485
26.3,3.74016,1.06399,2.62825
26.325,3.68432,1.1575,2.6801
26.35,3.62717,1.2496,2.73042
26.375,3.56875,1.34028,2.7792
26.4,3.50916,1.4295,2.82648
26.425,3.44845,1.51723,2.87225
26.45,3.3867,1.60344,2.91654
26.475,3.32398,1.68811,2.95935
26.5,3.26036,1.77121,3.0007
26.525,3.19592,1.85272,3.0406
26.55,3.13071,1.93262,3.07908
26.575,3.06482,2.01088,3.11615
26.6,2.99832,2.08751,3.15182
26.625,2.93127,2.16246,3.18612
26.65,2.86375,2.23574,3.21906
26.675,2.79582,2.30734,3.25066
26.7,2.72755,2.37723,3.28093
26.725,2.659,2.44542,3.30991
26.75,2.59025,2.5119,3.3376
26.775,2.52135,2.57665,3.36404
26.8,2.45238,2.63969,3.38922
26.825,2.38338,2.701,3.41319
26.85,2.31443,2.76058,3.43596
26.875,2.24558,2.81844,3.45755
26.9,2.17689,2.87458,3.47799
26.925,2.10841,2.929,3.49728
26.95,2.0402,2.98171,3.51546
26.975,1.97232,3.03272,3.53255
27,1.9048,3.08203,3.54856
27.025,1.83771,3.12965,3.56354
27.05,1.77109,3.17559,3.57748
27.075,1.70499,3.21987,3.59042
27.1,1.63945,3.26249,3.60236
27.125,1.57452,3.30348,3.61336
27.15,1.51022,3.34284,3.62341
27.175,1.44661,3.3806,3.63254
27.2,1.38372,3.41676,3.64079
27.225,1.32158,3.45136,3.64815
27.25,1.26024,3.4844,3.65467
27.275,1.19971,3.5159,3.66035
27.3,1.14003,3.54589,3.66523
27.325,1.08123,3.57439,3.66931
27.35,1.02334,3.60143,3.67264
27.375,0.966367,3.62701,3.67521
27.4,0.910349,3.65117,3.67706
27.425,0.855301,3.67393,3.67821
27.45,0.801244,3.69531,3.67867
27.475,0.748194,3.71534,3.67846
27.5,0.696168,3.73405,3.67762
27.525,0.64518,3.75145,3.67615
27.55,0.595241,3.76758,3.67407
27.575,0.546363,3.78246,3.67141
27.6,0.498556,3.79612,3.66818
27.625,0.451826,3.80858,3.6644
27.65,0.406181,3.81988,3.66009
27.675,0.361625,3.83003,3.65527
27.7,0.318163,3.83907,3.64996
27.725,0.275795,3.84703,3.64416
27.75,0.234524,3.85392,3.6379
27.775,0.194348,3.85979,3.6312
27.8,0.155267,3.86464,3.62408
27.825,0.117277,3.86853,3.61654
27.85,0.0803741,3.87146,3.6086
27.875,0.0445543,3.87347,3.60029
27.9,0.00981085,3.87458,3.5916
27.925,-0.0238634,3.87483,3.58257
27.95,-0.056476,3.87423,3.5732
27.975,-0.0880363,3.87282,3.56351
28,-0.118554,3.87062,3.55351
28.025,-0.14804,3.86765,3.54321
28.05,-0.176505,3.86395,3.53264
28.075,-0.203962,3.85954,3.52179
28.1,-0.230424,3.85444,3.51069
28.125,-0.255903,3.84868,3.49934
28.15,-0.280414,3.84228,3.48777
28.175,-0.303973,3.83527,3.47597
28.2,-0.326593,3.82767,3.46396
28.225,-0.348292,3.81951,3.45174
28.25,-0.369085,3.8108,3.43934
28.275,-0.388989,3.80157,3.42677
28.3,-0.40802,3.79185,3.41402
28.325,-0.426196,3.78165,3.40112
28.35,-0.443536,3.77099,3.38806
28.375,-0.460056,3.7599,3.37487
28.4,-0.475774,3.7484,3.36154
28.425,-0.490711,3.73651,3.34809
28.45,-0.504882,3.72424,3.33453
28.475,-4.40548,3.71162,-31.0262
28.5,-8.07637,3.60148,-31.2091
28.525,-11.5208,3.39957,-31.3885
28.55,-14.7423,3.11155,-31.5636
28.575,-17.7449,2.743,-31.734
28.6,-20.5328,2.29937,-31.899
28.625,-23.1106,1.78605,-32.0582
28.65,-25.483,1.20829,-32.2112
28.675,-27.6552,0.571213,-32.3576
28.7,-29.6324,-0.120167,-32.4971
28.725,-31.4202,-0.860977,-32.6294
28.75,-33.0241,-1.64648,-32.7544
28.775,-34.4501,-2.47208,-32.8719
28.8,-35.704,-3.33334,-32.9818
28.825,-36.792,-4.22594,-33.0838
28.85,-37.7202,-5.14574,-33.178
28.875,-38.4948,-6.08874,-33.2643
28.9,-39.1221,-7.05111,-33.3427
28.925,-39.6084,-8.02916,-33.4131
28.95,-39.9601,-9.01937,-33.4755
28.975,-40.1834,-10.0184,-33.5299
29,-40.2846,-11.023,-33.5764
29.025,-40.2701,-12.0301,-33.615
29.05,-40.146,-13.0368,-33.6457
29.075,-39.9184,-14.0405,-33.6686
29.1,-39.5935,-15.0384,-33.6837
29.125,-39.1773,-16.0283,-33.6911
29.15,-38.6755,-17.0077,-33.6909
29.175,-38.0941,-17.9746,-33.683
29.2,-37.4386,-18.9269,-33.6675
29.225,-36.7145,-19.8629,-33.6446
29.25,-35.9273,-20.7808,-33.6142
29.275,-35.0822,-21.679,-33.5765
29.3,-34.1843,-22.556,-33.5315
29.325,-33.2386,-23.4106,-33.4793
29.35,-32.2498,-24.2416,-33.4199
29.375,-31.2225,-25.0478,-33.3534
29.4,-30.1612,-25.8284,-33.2799
29.425,-29.0702,-26.5824,-33.1994
29.45,-27.9537,-27.3092,-33.1121
29.475,-26.8155,-28.008,-33.0178
29.5,-25.6594,-28.6784,-32.9168
29.525,-24.489,-29.3199,-32.8091
29.55,-23.3078,-29.9321,-32.6947
29.575,-22.1191,-30.5148,-32.5737
29.6,-20.9258,-31.0678,-32.4462
29.625,-19.7309,-31.5909,-32.3122
29.65,-18.5372,-32.0842,-32.1717
29.675,-17.3473,-32.5476,-32.0248
29.7,-16.1635,-32.9813,-31.8716
29.725,-14.9882,-33.3854,-31.7121
29.75,-13.8233,-33.7601,-31.5463
29.775,-12.671,-34.1057,-31.3742
29.8,-11.5329,-34.4225,-31.196
29.825,-10.4107,-34.7108,-31.0116
29.85,-9.30599,-34.9711,-30.821
29.875,-8.22005,-35.2037,-30.6243
29.9,-7.15415,-35.4092,-30.4215
29.925,-6.10938,-35.5881,-30.2126
29.95,-5.08673,-35.7408,-29.9976
29.975,-4.08706,-35.868,-29.7766
30,-3.11112,-35.9701,-29.5496
30.025,-2.15953,-36.0479,-29.3166
30.05,-1.23283,-36.1019,-29.0776
30.075,-0.331443,-36.1327,-28.8326
30.1,0.544296,-36.141,-28.5816
30.125,1.39414,-36.1274,-28.3248
30.15,2.21794,-36.0926,-28.062
30.175,3.01561,-36.0371,-27.7934
30.2,3.78715,-35.9617,-27.519
30.225,4.53263,-35.867,-27.2388
30.25,5.25216,-35.7537,-26.9528
30.275,5.94595,-35.6224,-26.6612
30.3,6.61423,-35.4738,-26.3639
30.325,7.2573,-35.3084,-26.0611
30.35,7.87551,-35.127,-25.7529
30.375,8.46922,-34.9301,-25.4392
30.4,9.03886,-34.7184,-25.1201
30.425,9.58487,-34.4924,-24.7959
30.45,10.1077,-34.2528,-24.4665
30.475,10.608,-34.0001,-24.1321
30.5,11.0861,-33.7349,-23.7927
30.525,11.5426,-33.4577,-23.4486
30.55,11.978,-33.1692,-23.0998
30.575,12.393,-32.8697,-22.7465
30.6,12.7882,-32.5599,-22.3888
30.625,13.1639,-32.2402,-22.0269
30.65,13.521,-31.9111,-21.6609
30.675,13.8598,-31.5731,-21.291
30.7,14.1811,-31.2266,-20.9174
30.725,14.4854,-30.872,-20.5402
30.75,14.7731,-30.5099,-20.1596
30.775,15.045,-30.1406,-19.7758
30.8,15.3014,-29.7644,-19.389
30.825,15.5431,-29.3819,-18.9995
30.85,15.7704,-28.9933,-18.6073
30.875,15.9838,-28.5991,-18.2128
30.9,16.1839,-28.1995,-17.8161
30.925,16.3711,-27.7949,-17.4174
30.95,16.5459,-27.3856,-17.017
30.975,16.7087,-26.972,-16.6152
31,16.86,-26.5542,-16.212
31.025,17,-26.1327,-15.8079
31.05,17.1292,-25.7077,-15.4029
31.075,17.248,-25.2795,-14.9974
31.1,17.3567,-24.8483,-14.5915
31.125,17.4555,-24.4144,-14.1855
31.15,17.5449,-23.978,-13.7797
31.175,17.6251,-23.5394,-13.3742
31.2,17.6963,-23.0988,-12.9694
31.225,17.7589,-22.6563,-12.5654
31.25,17.8129,-22.2124,-12.1625
31.275,17.8588,-21.767,-11.761
31.3,17.8965,-21.3206,-11.3609
31.325,17.9264,-20.8732,-10.9627
31.35,17.9487,-20.425,-10.5664
31.375,17.9633,-19.9763,-10.1724
31.4,17.9706,-19.5272,-9.78074
31.425,17.9706,-19.0779,-9.39177
31.45,17.9635,-18.6287,-9.00565
31.475,17.9493,-18.1796,-8.62258
31.5,17.9282,-17.7309,-8.24276
31.525,17.9002,-17.2827,-7.86637
31.55,17.8655,-16.8351,-7.4936
31.575,17.8241,-16.3885,-7.12463
31.6,17.7761,-15.9429,-6.75963
31.625,17.7216,-15.4985,-6.39876
31.65,17.6607,-15.0555,-6.04218
31.675,17.5933,-14.6139,-5.69004
31.7,17.5196,-14.1741,-5.34248
31.725,17.4397,-13.7361,-4.99964
31.75,17.3535,-13.3001,-4.66165
31.775,17.2611,-12.8663,-4.32862
31.8,17.1627,-12.4348,-4.00067
31.825,17.0583,-12.0057,-3.67791
31.85,16.9479,-11.5792,-3.36042
31.875,16.8316,-11.1555,-3.0483
31.9,16.7094,-10.7348,-2.74164
31.925,16.5816,-10.317,-2.44051
31.95,16.448,-9.90248,-2.14497
31.975,16.3089,-9.49128,-1.85508
32,16.1643,-9.08356,-1.5709
32.025,16.0143,-8.67945,-1.29248
32.05,15.8589,-8.27909,-1.01984
32.075,15.6984,-7.88262,-0.753023
32.1,15.5328,-7.49016,-0.492052
32.125,15.3622,-7.10184,-0.236953
32.15,15.1868,-6.71778,0.0122719
32.175,15.0066,-6.33811,0.255613
32.2,14.8219,-5.96295,0.493072
32.225,14.6326,-5.5924,0.724655
32.25,14.4391,-5.22659,0.950366
32.275,14.2414,-4.86561,1.17023
32.3,14.0397,-4.50957,1.38427
32.325,13.8341,-4.15858,1.5925
32.35,13.6249,-3.81273,1.79497
32.375,13.4121,-3.47211,1.99171
32.4,13.196,-3.1368,2.18275
32.425,12.9767,-2.8069,2.36815
32.45,12.7545,-2.48248,2.54794
32.475,12.5294,-2.16362,2.72218
32.5,12.3017,-1.85039,2.89093
32.525,12.0715,-1.54285,3.05425
32.55,11.8391,-1.24106,3.2122
32.575,11.6047,-0.945079,3.36484
32.6,11.3684,-0.654961,3.51224
32.625,11.1305,-0.37075,3.65446
32.65,10.8911,-0.0924874,3.79159
32.675,10.6505,0.179791,3.92369
32.7,10.4088,0.446052,4.05085
32.725,10.1662,0.706271,4.17314
32.75,9.92292,0.960425,4.29063
32.775,9.6792,1.2085,4.40342
32.8,9.4352,1.45048,4.51158
32.825,9.19111,1.68636,4.6152
32.85,8.94713,1.91614,4.71436
32.875,8.70345,2.13981,4.80915
32.9,8.46025,2.3574,4.89965
32.925,8.21772,2.56891,4.98595
32.95,7.97603,2.77435,5.06814
32.975,7.73537,2.97375,5.14632
33,7.4959,3.16713,5.22055
33.025,7.25779,3.35453,5.29094
33.05,7.02122,3.53598,5.35757
33.075,6.78634,3.71151,5.42053
33.1,6.55331,3.88117,5.47992
33.125,6.32227,4.045,5.53581
33.15,6.09338,4.20306,5.5883
33.175,5.86678,4.35539,5.63747
33.2,5.6426,4.50206,5.68342
33.225,5.42098,4.64312,5.72623
33.25,5.20204,4.77865,5.76598
33.275,4.98589,4.9087,5.80276
33.3,4.77267,5.03335,5.83666
33.325,4.56246,5.15266,5.86776
33.35,4.35538,5.26673,5.89615
33.375,4.15153,5.37561,5.9219
33.4,3.95099,5.4794,5.9451
33.425,3.75385,5.57817,5.96583
33.45,3.56019,5.67202,5.98417
33.475,3.37008,5.76102,6.0002
33.5,3.1836,5.84528,6.014
33.525,3.00081,5.92487,6.02564
33.55,2.82175,5.99989,6.0352
33.575,2.64649,6.07043,6.04275
33.6,2.47507,6.13659,6.04836
33.625,2.30752,6.19847,6.05211
33.65,2.14389,6.25616,6.05408
33.675,1.98421,6.30975,6.05431
33.7,1.82848,6.35936,6.0529
33.725,1.67675,6.40507,6.0499
33.75,1.52901,6.44699,6.04537
33.775,1.38529,6.48522,6.03938
33.8,1.24557,6.51985,6.032
33.825,1.10987,6.55099,6.02329
33.85,0.978175,6.57873,6.01329
33.875,0.850476,6.60319,6.00208
33.9,0.726761,6.62445,5.98971
33.925,0.607012,6.64262,5.97624
33.95,0.491206,6.65779,5.96171
33.975,0.379318,6.67008,5.94619
34,0.271318,6.67956,5.92972
