timestamp,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw
1590499234.37977314,58594053,0.36,0.41000000000000003,-2.2,4.28,0.0,359.8,0.0,0.0
1590499234.41975713,58634037,0.36,0.41000000000000003,-2.35,4.18,0.0,359.82,0.0,0.0
1590499234.45974112,58674021,0.36,0.4,-2.35,4.08,0.0,359.83,0.0,0.0
1590499234.49972510,58714005,0.36,0.41000000000000003,-2.35,3.97,0.0,359.84000000000003,0.0,0.0
1590499234.53970909,58753989,0.35000000000000003,0.42,-2.48,3.87,0.0,359.85,0.0,0.0
1590499234.57969308,58793973,0.35000000000000003,0.42,-2.48,3.75,0.0,359.86,0.0,0.0
1590499234.61967707,58833957,0.34,0.43,-2.65,3.63,0.0,359.86,0.0,0.0
1590499234.65966105,58873941,0.34,0.44,-2.65,3.54,0.0,359.87,0.0,0.0
1590499234.69964504,58913925,0.34,0.45,-2.65,3.44,0.0,359.88,0.0,0.0
1590499234.73962903,58953909,0.33,0.46,-2.82,3.34,0.0,359.88,0.0,0.0
1590499234.77961302,58993893,0.33,0.48,-2.82,3.24,0.0,359.88,0.0,0.0
1590499234.81959701,59033877,0.31,0.51,-3.02,3.13,0.0,359.89,0.0,0.0
1590499234.85958099,59073861,0.31,0.53,-3.02,3.0100000000000002,0.0,359.88,0.0,0.0
