RollRate,Roll,DesRoll
-1.4847,2.26964,0.608179
-1.58154,2.23252,0.576516
-1.67154,2.19298,0.545329
-1.75478,2.15119,0.514685
-1.83139,2.10732,0.484613
-1.90147,2.06154,0.455174
-1.96516,2.014,0.426389
-2.02257,1.96487,0.398319
-2.07386,1.91431,0.370988
-2.11915,1.86246,0.344413
-2.15861,1.80948,0.318661
-2.19237,1.75552,0.293723
-2.22059,1.70071,0.269646
-2.24343,1.64519,0.24644
-2.25226,1.58911,0.301898
-2.25654,1.5328,0.280993
-2.25644,1.47639,0.261005
-2.25212,1.41998,0.241936
-2.24374,1.36367,0.223813
-2.23147,1.30758,0.206625
-2.21548,1.25179,0.190372
-2.19592,1.19641,0.175067
-2.17297,1.14151,0.160696
-2.14679,1.08718,0.147271
-2.11755,1.03351,0.134759
-2.08541,0.980575,0.123172
-2.05054,0.92844,0.1125
-2.01311,0.877176,0.102728
-1.97326,0.826849,0.093852
-1.93117,0.777517,0.0858633
-1.88699,0.729238,0.0787188
-1.84088,0.682063,0.0724366
-1.79298,0.636041,0.0669952
-1.74346,0.591217,0.0623533
-1.69247,0.54763,0.0585159
-1.64014,0.505319,0.0554572
-1.58662,0.464315,0.0531659
-1.53205,0.42465,0.0515896
-1.47658,0.386348,0.0507403
-1.42033,0.349434,0.0505871
-1.36343,0.313926,0.0511091
-1.30602,0.27984,0.0522728
-1.24821,0.247189,0.0540624
-1.19012,0.215984,0.0564356
-1.13188,0.186231,0.0593979
-1.07359,0.157934,0.0629071
-1.01536,0.131094,0.0669384
-0.957296,0.10571,0.0714764
-0.8995,0.081778,0.0764801
-0.842067,0.0592905,0.0819384
-0.785089,0.0382389,0.0878212
-0.728655,0.0186116,0.0941013
-0.672849,0.000395249,0.100751
-0.617751,-0.016426,0.107758
-0.563437,-0.0318697,0.115079
-0.509979,-0.0459557,0.122702
-0.457447,-0.0587052,0.130596
-0.405903,-0.0701413,0.138734
-0.355408,-0.0802889,0.147103
-0.306018,-0.0891741,0.155671
-0.257784,-0.0968246,0.164428
-0.210756,-0.103269,0.173326
-0.164978,-0.108538,0.182355
-0.12049,-0.112663,0.191516
-0.0773295,-0.115675,0.200744
-0.0355292,-0.117608,0.210059
0.00488037,-0.118496,0.219413
0.0438731,-0.118374,0.228796
0.0814261,-0.117277,0.238189
0.117519,-0.115242,0.247566
0.152137,-0.112304,0.256925
0.185268,-0.1085,0.266246
0.2169,-0.103869,0.275492
0.247026,-0.0984461,0.284656
0.275644,-0.0922704,0.293744
0.302751,-0.0853793,0.302707
0.328348,-0.0778106,0.311554
0.35244,-0.0696019,0.32025
0.375034,-0.0607909,0.328815
0.396139,-0.051415,0.337212
0.415766,-0.0415116,0.345433
0.433929,-0.0311174,0.353465
0.450643,-0.0202692,0.361305
0.465927,-0.00900312,0.368942
0.479801,0.00264505,0.376371
0.492284,0.0146401,0.383559
0.503402,0.0269472,0.390524
0.51318,0.0395322,0.397263
0.521643,0.0523617,0.403746
0.52882,0.0654028,0.409986
0.53474,0.0786233,0.415965
0.539433,0.0919918,0.421686
0.542931,0.105478,0.427142
0.545268,0.119051,0.432338
0.546475,0.132683,0.43725
0.546587,0.146344,0.441885
0.545642,0.160009,0.446267
0.543673,0.17365,0.45035
0.540717,0.187242,0.454161
0.536812,0.20076,0.457706
0.531995,0.21418,0.460956
0.526304,0.22748,0.463938
0.519777,0.240638,0.466642
0.512452,0.253632,0.469072
0.504369,0.266443,0.471238
0.495566,0.279053,0.473124
0.48608,0.291442,0.47473
0.47595,0.303594,0.476083
0.465216,0.315493,0.477186
0.453915,0.327123,0.478016
0.442084,0.338471,0.478595
0.42976,0.349523,0.478912
0.416981,0.360267,0.47899
0.403785,0.370692,0.478839
0.390206,0.380786,0.478444
0.37628,0.390541,0.477817
0.362044,0.399948,0.476971
0.347532,0.408999,0.47591
-0.993259,0.417688,-11.2422
-2.25743,0.392856,-11.3128
-3.44603,0.33642,-11.3828
-4.56019,0.25027,-11.4518
-5.60111,0.136265,-11.5193
-6.57009,-0.00376302,-11.5846
-7.46847,-0.168015,-11.6474
-8.2977,-0.354727,-11.7073
-9.05925,-0.562169,-11.7637
-9.75468,-0.788651,-11.8164
-10.3856,-1.03252,-11.8649
-10.9536,-1.29216,-11.909
-11.4604,-1.566,-11.9484
-11.9078,-1.85251,-11.9828
-12.2975,-2.1502,-12.012
-12.6313,-2.45764,-12.0356
-12.9111,-2.77343,-12.0537
-13.1387,-3.0962,-12.0659
-13.3159,-3.42467,-12.0721
-13.4446,-3.75757,-12.0723
-13.5267,-4.09368,-12.0663
-13.5642,-4.43185,-12.0539
-13.5589,-4.77096,-12.0352
-13.5127,-5.10993,-12.0101
-13.4276,-5.44775,-11.9786
-13.3053,-5.78344,-11.9406
-13.1478,-6.11607,-11.8961
-12.957,-6.44476,-11.8452
-12.7346,-6.76869,-11.7878
-12.4826,-7.08705,-11.7241
-12.2027,-7.39912,-11.654
-11.8967,-7.70419,-11.5777
-11.5664,-8.0016,-11.4952
-11.2135,-8.29076,-11.4067
-10.8397,-8.5711,-11.3121
-10.4466,-8.84209,-11.2117
-10.036,-9.10326,-11.1055
-9.60933,-9.35416,-10.9938
-9.16827,-9.59439,-10.8766
-8.7143,-9.8236,-10.7541
-8.24892,-10.0415,-10.6264
-7.77358,-10.2477,-10.4937
-7.28969,-10.442,-10.3563
-6.79861,-10.6243,-10.2142
-6.30168,-10.7942,-10.0678
-5.80017,-10.9518,-9.91705
-5.29533,-11.0968,-9.76232
-4.78837,-11.2292,-9.60377
-4.28042,-11.3489,-9.44161
-3.77262,-11.4559,-9.27607
-3.26602,-11.5502,-9.10734
-2.76166,-11.6318,-8.93567
-2.26051,-11.7009,-8.76128
-1.76352,-11.7574,-8.58438
-1.27157,-11.8015,-8.4052
-0.785531,-11.8333,-8.22397
-0.306198,-11.8529,-8.04092
0.165659,-11.8606,-7.85628
0.629315,-11.8564,-7.67027
1.08409,-11.8407,-7.48312
1.52934,-11.8136,-7.29506
1.96446,-11.7754,-7.10628
2.3889,-11.7262,-6.91701
2.80215,-11.6665,-6.72749
3.20371,-11.5965,-6.5379
3.59315,-11.5164,-6.34846
3.97007,-11.4265,-6.15937
4.3341,-11.3273,-5.97084
4.68492,-11.2189,-5.78303
5.02223,-11.1018,-5.59616
5.34578,-10.9763,-5.41038
5.65535,-10.8426,-5.2259
5.95075,-10.7012,-5.04286
6.23182,-10.5525,-4.86144
6.49845,-10.3967,-4.6818
6.75054,-10.2342,-4.50406
6.98804,-10.0654,-4.32839
7.21091,-9.89074,-4.15492
7.41915,-9.71047,-3.98377
7.61279,-9.52499,-3.81507
7.79188,-9.33467,-3.64894
7.9565,-9.13988,-3.48548
8.10675,-8.94096,-3.3248
8.24276,-8.73829,-3.16698
8.36467,-8.53223,-3.01212
8.47267,-8.32311,-2.8603
8.56693,-8.11129,-2.71159
8.64768,-7.89712,-2.56604
8.71514,-7.68093,-2.42374
8.76956,-7.46305,-2.28474
8.8112,-7.24381,-2.14907
8.84035,-7.02353,-2.01678
8.85729,-6.80252,-1.88791
8.86232,-6.58109,-1.76249
8.85578,-6.35953,-1.64054
8.83799,-6.13813,-1.52207
8.80929,-5.91719,-1.40712
8.77003,-5.69695,-1.29567
8.72056,-5.4777,-1.18772
8.66126,-5.25969,-1.08331
8.59249,-5.04316,-0.982387
8.51463,-4.82834,-0.884975
8.42806,-4.61548,-0.791028
8.33316,-4.40478,-0.700541
8.23033,-4.19645,-0.6135
8.11995,-3.99069,-0.529856
8.00242,-3.78769,-0.449594
7.87811,-3.58763,-0.372679
7.74743,-3.39068,-0.299055
7.61077,-3.19699,-0.228702
7.4685,-3.00672,-0.161572
7.32102,-2.82001,-0.0976174
7.16871,-2.63698,-0.0367835
7.01194,-2.45777,0.0209704
6.85109,-2.28247,0.0757177
6.68654,-2.11119,0.127503
6.51863,-1.94403,0.176378
6.34773,-1.78106,0.222419
6.17419,-1.62237,0.265674
5.99836,-1.46801,0.306205
5.82056,-1.31806,0.344086
5.64114,-1.17254,0.379376
5.46042,-1.03151,0.412157
5.27869,-0.895002,0.442477
5.09629,-0.763035,0.470415
4.91348,-0.635627,0.496033
4.73058,-0.51279,0.519415
4.54785,-0.394526,0.540634
4.36555,-0.28083,0.559738
4.18397,-0.171691,0.576825
4.00333,-0.0670918,0.591946
3.82388,0.0329914,0.605183
3.64585,0.128588,0.616612
3.46947,0.219735,0.626296
3.29493,0.306471,0.634313
3.12244,0.388845,0.640718
2.9522,0.466906,0.645605
2.78437,0.540711,0.649038
2.61914,0.61032,0.651077
2.45665,0.675798,0.65179
2.29707,0.737215,0.651259
2.14052,0.794641,0.649533
1.98715,0.848154,0.646695
1.83707,0.897833,0.642798
1.69039,0.94376,0.637924
1.54723,0.986019,0.632111
1.40766,1.0247,0.625436
1.27177,1.05989,0.61795
1.13965,1.09169,0.609738
1.01136,1.12018,0.600827
0.886946,1.14546,0.591292
0.76647,1.16763,0.581177
0.649972,1.1868,0.570548
0.537487,1.20305,0.55946
0.429039,1.21648,0.547938
0.324647,1.22721,0.536056
0.224325,1.23533,0.523866
0.128077,1.24093,0.511396
0.0358992,1.24414,0.498686
-0.0522144,1.24503,0.485811
-0.136279,1.24373,0.472792
-0.216315,1.24032,0.459662
-0.292352,1.23491,0.446463
-0.364417,1.2276,0.433253
-0.432551,1.21849,0.420047
-0.496795,1.20768,0.40687
-0.557196,1.19526,0.393784
-0.613807,1.18133,0.380789
-0.666681,1.16598,0.367943
-0.715881,1.14932,0.355249
-0.76147,1.13142,0.342736
-0.803516,1.11238,0.330429
-0.84209,1.0923,0.318368
-0.877263,1.07124,0.306562
-0.909114,1.04931,0.295032
-0.937722,1.02658,0.283791
-0.96317,1.00314,0.272854
-0.985541,0.979062,0.262243
-1.00492,0.954423,0.251971
-1.0214,0.9293,0.242039
-1.03507,0.903765,0.232483
-1.04601,0.877889,0.223301
-1.05432,0.851738,0.214501
-1.06009,0.82538,0.206094
-1.06342,0.798878,0.198069
-1.0644,0.772293,0.190462
-1.06312,0.745683,0.183243
-1.05969,0.719104,0.176444
-1.05419,0.692612,0.170053
-1.04672,0.666258,0.164064
-1.03737,0.64009,0.158501
-1.02624,0.614155,0.153339
-1.01343,0.588499,0.148597
-0.999014,0.563164,0.144263
-0.983101,0.538188,0.14033
-0.965777,0.513611,0.136793
-0.947134,0.489467,0.133644
-0.927259,0.465788,0.130898
-0.906241,0.442607,0.128531
-0.884165,0.419951,0.126544
-0.861118,0.397847,0.124927
-0.837183,0.376319,0.123665
-0.812441,0.355389,0.122765
-0.786974,0.335078,0.122206
-0.760858,0.315404,0.121986
-0.73417,0.296382,0.122088
-0.706987,0.278028,0.1225
-0.67938,0.260353,0.123224
-0.651419,0.243369,0.124248
-0.623172,0.227083,0.125561
-0.594707,0.211504,0.127133
-0.566086,0.196636,0.128981
-0.537374,0.182484,0.131064
-0.508628,0.16905,0.1334
-0.479908,0.156334,0.135957
-0.451268,0.144336,0.138725
-0.422762,0.133055,0.141708
-0.394439,0.122486,0.144875
-0.366349,0.112625,0.14823
-0.338536,0.103466,0.151755
-0.311047,0.0950026,0.155427
-0.283923,0.0872264,0.159241
-0.257203,0.0801283,0.163193
-0.230924,0.0736983,0.167262
-0.205123,0.0679252,0.171439
-0.17983,0.0627971,0.175724
-0.155078,0.0583014,0.180083
-0.130892,0.0544244,0.184539
-0.107302,0.0511521,0.189044
-0.0843318,0.0484695,0.1936
-0.0620022,0.0463613,0.19821
-0.0403349,0.0448112,0.202844
-0.0193464,0.0438028,0.207517
0.000946238,0.0433192,0.212197
0.0205275,0.0433428,0.216873
0.0393852,0.043856,0.221547
0.0575094,0.0448406,0.226214
0.0748912,0.0462784,0.230862
0.0915218,0.0481507,0.235465
0.107396,0.0504387,0.240033
0.122511,0.0531236,0.244569
0.136863,0.0561864,0.249029
0.150451,0.0596079,0.253441
0.163276,0.0633692,0.25779
0.17534,0.0674511,0.262047
0.186646,0.0718346,0.266243
0.197198,0.0765008,0.270343
0.207001,0.0814307,0.274338
0.216063,0.0866057,0.278256
0.224393,0.0920073,0.282067
0.231998,0.0976171,0.285766
0.238888,0.103417,0.289342
0.245075,0.109389,0.292814
0.25057,0.115516,0.296169
0.255387,0.12178,0.299403
0.259538,0.128165,0.302498
0.263039,0.134654,0.30548
0.265904,0.14123,0.308322
0.268149,0.147877,0.311035
0.269789,0.154581,0.313606
0.270843,0.161326,0.316051
0.271324,0.168097,0.318334
0.271254,0.17488,0.320505
0.270649,0.181661,0.322516
0.269527,0.188427,0.324396
0.267907,0.195166,0.32613
0.26581,0.201863,0.327731
0.263251,0.208508,0.329169
0.260252,0.21509,0.330484
0.256832,0.221596,0.331654
0.25301,0.228017,0.332675
0.248805,0.234342,0.333563
0.244239,0.240562,0.334323
0.23933,0.246668,0.334936
0.234097,0.252651,0.335409
0.228559,0.258504,0.335755
0.222737,0.264218,0.335964
0.216649,0.269786,0.336049
0.210315,0.275202,0.336008
0.203752,0.28046,0.335826
0.196979,0.285554,0.33553
0.190015,0.290479,0.335122
0.182878,0.295229,0.334585
0.175586,0.299801,0.333935
0.168154,0.304191,0.333168
0.160601,0.308394,0.332288
0.152944,0.312409,0.331319
0.145198,0.316233,0.33022
0.13738,0.319863,0.329049
0.129504,0.323298,0.327756
0.121587,0.326535,0.326378
0.113642,0.329575,0.324913
0.105684,0.332416,0.323354
0.0977268,0.335058,0.321708
0.0897833,0.337501,0.319987
0.0818668,0.339746,0.318189
0.0739876,0.341792,0.316298
0.0661607,0.343642,0.314362
0.0583959,0.345296,0.312347
0.0507031,0.346756,0.310257
0.0430941,0.348024,0.30812
0.0355779,0.349101,0.305916
0.0281649,0.34999,0.303665
0.0208642,0.350695,0.301366
0.0136838,0.351216,0.299016
0.00663164,0.351558,0.296621
-0.000284592,0.351724,0.294187
-0.00705908,0.351717,0.291704
-0.0136834,0.35154,0.289203
-0.0201538,0.351198,0.28665
-0.0264637,0.350694,0.284077
-0.0326075,0.350033,0.281483
-0.0385799,0.349218,0.27887
-0.0443771,0.348253,0.276235
-0.0499956,0.347144,0.273579
-0.0554324,0.345894,0.270906
-0.0606842,0.344508,0.268226
-0.0657482,0.342991,0.265536
-0.0706236,0.341347,0.26283
-0.075307,0.339582,0.260133
-0.0797979,0.337699,0.257427
-0.0840936,0.335704,0.254736
-0.0881948,0.333602,0.252036
-0.0921008,0.331397,0.249346
-0.0958131,0.329094,0.24665
-0.0993298,0.326699,0.243982
-0.102654,0.324216,0.241307
-0.105785,0.321649,0.238654
-0.108724,0.319005,0.236018
-0.111472,0.316287,0.233403
-0.114031,0.3135,0.230801
-0.116405,0.310649,0.228208
-0.118596,0.307739,0.225642
-0.120604,0.304774,0.223103
-0.122434,0.301759,0.220591
-0.124086,0.298698,0.218105
-0.125567,0.295596,0.21563
-0.126877,0.292457,0.2132
-0.128022,0.289285,0.210782
-0.129003,0.286084,0.208408
-0.129826,0.282859,0.206059
-0.130493,0.279614,0.203739
-0.13101,0.276351,0.201451
-0.13138,0.273076,0.199191
-0.131607,0.269792,0.196972
-0.131697,0.266501,0.194774
-0.131652,0.263209,0.192616
-0.131478,0.259918,0.190494
-0.131179,0.256631,0.188412
-0.13076,0.253351,0.186348
-0.130224,0.250082,0.184332
-0.129578,0.246827,0.182347
-0.128825,0.243587,0.180396
-0.127971,0.240367,0.178475
-0.12702,0.237167,0.1766
-0.125976,0.233992,0.17475
-0.124844,0.230842,0.172941
-0.123629,0.227721,0.171169
-0.122336,0.224631,0.169418
-0.120969,0.221572,0.167715
-0.119533,0.218548,0.166033
-0.118031,0.21556,0.164399
-0.11647,0.212609,0.162786
-0.114852,0.209697,0.161211
-0.113183,0.206826,0.159669
-0.111466,0.203996,0.158165
-0.109706,0.20121,0.156684
-0.107907,0.198467,0.155227
-0.106073,0.195769,0.153817
-0.104208,0.193117,0.152419
-0.102316,0.190512,0.15106
-0.1004,0.187954,0.149735
-0.0984642,0.185444,0.148436
-0.0965117,0.182983,0.147163
-0.094547,0.18057,0.145911
-0.0925731,0.178206,0.144686
-0.0905935,0.175892,0.143487
-0.0886115,0.173627,0.14231
-0.0866297,0.171412,0.141161
-0.0846509,0.169246,0.140037
-0.0826777,0.16713,0.138938
-0.0807125,0.165063,0.137864
-0.0787584,0.163045,0.136807
-0.0768193,0.161076,0.135759
-0.0748954,0.159156,0.13475
-0.0729908,0.157283,0.133743
-0.0711071,0.155458,0.132761
-0.0692452,0.153681,0.131805
-0.0674077,0.15195,0.130862
-0.0655966,0.150264,0.129935
-0.0638137,0.148624,0.129022
-0.0620607,0.147029,0.128123
-0.0603394,0.145478,0.127236
-0.0586512,0.143969,0.126363
-0.0569955,0.142503,0.125519
-0.0553751,0.141078,0.124675
-0.0537909,0.139694,0.123845
-0.0522451,0.138349,0.123014
-0.0507361,0.137043,0.122216
-0.0492661,0.135774,0.121417
-0.0478368,0.134543,0.120617
-0.0464466,0.133347,0.119847
-0.0450983,0.132186,0.119064
-0.0437896,0.131058,0.118314
-0.0425222,0.129963,0.11756
-0.0412968,0.1289,0.116808
-0.0401138,0.127868,0.116062
-0.0389726,0.126865,0.115328
-0.0378738,0.125891,0.114593
-0.0368156,0.124944,0.11388
-0.0358004,0.124023,0.11315
-0.0348262,0.123128,0.11244
-0.0338933,0.122258,0.11173
-0.0330015,0.12141,0.111022
-0.0321505,0.120585,0.110317
-0.03134,0.119782,0.109614
-0.0305681,0.118998,0.108926
-0.0298358,0.118234,0.108229
-0.0291425,0.117488,0.107532
-0.0284876,0.11676,0.106839
-0.0278702,0.116047,0.106147
-0.0272896,0.115351,0.105459
-0.0267446,0.114668,0.104775
-0.0262343,0.114,0.104094
-0.0257579,0.113344,0.103413
-0.0253157,0.1127,0.102723
-0.0249052,0.112067,0.102049
-0.0245269,0.111444,0.101364
-0.024179,0.110831,0.100685
-0.0238622,0.110227,0.099993
-0.0235735,0.10963,0.0993197
-0.0233133,0.109041,0.0986338
-0.0230803,0.108458,0.0979506
-0.0228729,0.107881,0.0972733
-0.0226898,0.107309,0.0965986
-0.0225314,0.106742,0.0959118
-0.0223958,0.106179,0.0952327
-0.0222835,0.105619,0.0945398
-0.0221914,0.105062,0.0938648
-0.0221196,0.104507,0.0931794
-0.0220668,0.103954,0.0924987
-0.0220329,0.103402,0.0918077
-0.0220147,0.102851,0.0911366
-0.0220126,0.102301,0.0904536
-0.022027,0.101751,0.0897588
-0.0220543,0.1012,0.0890857
-0.0220953,0.100649,0.0883993
-0.022148,0.100096,0.0877212
-0.0222131,0.0995426,0.08703
-0.022289,0.0989873,0.0863439
-0.0223744,0.0984301,0.0856613
-0.0224678,0.0978707,0.0849858
-0.0225697,0.097309,0.0842988
-0.0226786,0.0967448,0.0836173
-0.0227932,0.0961778,0.0829412
-0.0229126,0.095608,0.0822674
-0.0230371,0.0950352,0.0815857
-0.0231654,0.0944592,0.0809081
-0.0232966,0.0938801,0.0802344
-0.0234309,0.0932977,0.0795548
-0.023567,0.0927119,0.0788794
-0.0237044,0.0921227,0.0782064
-0.023842,0.0915301,0.0775377
-0.0239783,0.0909341,0.0768785
-0.0241144,0.0903346,0.0762084
-0.0242494,0.0897318,0.0755412
-0.024382,0.0891255,0.0748834
-0.0245133,0.088516,0.0742135
-0.0246407,0.0879031,0.073565
-0.0247646,0.0872871,0.0729111
-0.0248847,0.086668,0.0722586
-0.0250006,0.0860459,0.0716093
-0.0251125,0.0854209,0.0709564
-0.0252182,0.0847931,0.0703235
-0.0253192,0.0841626,0.0696772
-0.0254143,0.0835296,0.0690427
-0.0255048,0.0828943,0.0683965
-0.0255884,0.0822567,0.0677706
-0.0256663,0.0816169,0.0671364
-0.0257361,0.0809753,0.0665244
-0.025799,0.0803319,0.0659043
-0.0258544,0.0796869,0.0652914
-0.0259038,0.0790405,0.0646689
-0.0259452,0.078393,0.0640653
-0.0259796,0.0777443,0.0634557
-0.0260064,0.0770948,0.062855
-0.0260255,0.0764447,0.0622584
-0.0260367,0.075794,0.0616676
-0.0260393,0.0751431,0.0610862
-0.0260336,0.0744921,0.0605073
-0.0260206,0.0738413,0.0599244
-0.0259998,0.0731908,0.0593492
-0.0259713,0.0725408,0.0587785
-0.0259348,0.0718915,0.0582157
-0.0258901,0.0712431,0.0576591
-0.0258381,0.0705959,0.0571005
-0.0257777,0.0699499,0.0565568
-0.02571,0.0693055,0.0560094
-0.0256348,0.0686627,0.0554702
-0.0255522,0.0680219,0.0549343
-0.0254632,0.0673831,0.0543966
-0.0253664,0.0667465,0.0538773
-0.025263,0.0661123,0.0533532
-0.025153,0.0654807,0.0528359
-0.0250362,0.0648519,0.0523271
-0.0249124,0.064226,0.0518253
-0.0247813,0.0636032,0.051334
-0.0246449,0.0629837,0.0508313
-0.0245025,0.0623675,0.0503424
-0.0243543,0.061755,0.0498575
-0.0242001,0.0611461,0.0493815
-0.0240411,0.0605411,0.0489027
-0.0238761,0.0599401,0.0484398
-0.0237061,0.0593432,0.047976
-0.0235328,0.0587505,0.0475045
-0.0233538,0.0581622,0.0470591
-0.0231714,0.0575784,0.0466029
-0.0229847,0.0569991,0.0461594
-0.022794,0.0564245,0.0457203
-0.0225989,0.0558546,0.0452924
-0.0224009,0.0552897,0.044859
-0.0221997,0.0547296,0.0444334
-0.021995,0.0541746,0.0440175
-0.0217882,0.0536248,0.0435962
-0.0215773,0.0530801,0.0431999
-0.0213658,0.0525406,0.0427798
-0.021151,0.0520065,0.042388
-0.020935,0.0514777,0.041986
-0.0207171,0.0509543,0.0415958
-0.0204971,0.0504364,0.0412138
-0.0202759,0.049924,0.0408302
-0.0200535,0.0494171,0.0404533
-0.0198316,0.0489157,0.0400683
-0.0196073,0.04842,0.0397119
-0.0193824,0.0479298,0.039349
-0.0191581,0.0474452,0.0389798
-0.0189336,0.0469663,0.0386243
-0.0187087,0.0464929,0.0382741
-0.0184845,0.0460252,0.0379227
-0.0182606,0.0455631,0.0375784
-0.0180364,0.0451066,0.0372448
-0.0178132,0.0446557,0.0369067
-0.0175919,0.0442103,0.0365642
-0.0173704,0.0437705,0.0362457
-0.0171517,0.0433363,0.0359062
-0.0169331,0.0429075,0.0355942
-0.0167155,0.0424842,0.0352796
-0.0165006,0.0420663,0.0349559
-0.0162871,0.0416538,0.0346463
-0.0160747,0.0412466,0.0343444
-0.0158645,0.0408447,0.0340384
-0.0156572,0.0404481,0.0337284
-0.0154521,0.0400567,0.0334294
-0.0152486,0.0396704,0.0331398
-0.0150474,0.0392891,0.032848
-0.0148479,0.038913,0.0325657
-0.0146509,0.0385418,0.0322796
-0.014457,0.0381755,0.0319913
-0.014266,0.0378141,0.0317093
-0.0140766,0.0374574,0.031442
-0.0138913,0.0371055,0.0311559
-0.0137077,0.0367582,0.030893
-0.0135269,0.0364155,0.0306247
-0.013349,0.0360774,0.0303578
-0.0131735,0.0357436,0.0300992
-0.0130013,0.0354143,0.0298353
-0.0128329,0.0350893,0.0295696
-0.0126674,0.0347684,0.0293137
-0.0125037,0.0344518,0.0290713
-0.0123442,0.0341392,0.0288086
-0.0121862,0.0338306,0.0285727
-0.0120322,0.0335259,0.0283184
-0.011881,0.0332251,0.0280759
-0.0117336,0.0329281,0.0278267
-0.0115885,0.0326347,0.0275927
-0.0114462,0.032345,0.0273555
-0.0113062,0.0320589,0.0271268
-0.0111691,0.0317762,0.0268933
-0.011035,0.031497,0.0266617
-0.0109048,0.0312211,0.0264236
-0.0107771,0.0309485,0.026199
-0.0106512,0.0306791,0.0259833
-0.010529,0.0304128,0.0257511
-0.0104096,0.0301495,0.0255293
-0.0102935,0.0298893,0.0253044
-0.0101795,0.029632,0.0250917
-0.0100679,0.0293775,0.0248761
-0.00995947,0.0291258,0.0246576
-0.00985279,0.0288768,0.0244512
-0.00974841,0.0286305,0.0242421
-0.00964682,0.0283868,0.0240301
-0.0095471,0.0281456,0.0238271
-0.00944956,0.0279069,0.0236229
-0.00935446,0.0276707,0.0234176
-0.00926261,0.0274368,0.0232063
-0.0091725,0.0272053,0.023009
-0.00908475,0.0269759,0.0228074
-0.00899959,0.0267488,0.0226046
-0.00891587,0.0265238,0.0224127
-0.00883425,0.0263009,0.0222165
-0.00875473,0.0260801,0.022021
-0.00867638,0.0258612,0.0218347
-0.00859943,0.0256443,0.0216476
-0.00852451,0.0254293,0.0214563
-0.0084516,0.0252162,0.0212657
-0.00837975,0.0250049,0.0210844
-0.00830937,0.0247954,0.0209006
-0.00824084,0.0245877,0.0207144
-0.00817453,0.0243817,0.0205258
-0.00810924,0.0241773,0.0203481
-0.00804519,0.0239746,0.0201697
-0.0079831,0.0237734,0.0199857
-0.00792142,0.0235739,0.0198159
-0.00786208,0.0233758,0.0196305
-0.00780366,0.0231793,0.0194578
-0.00774538,0.0229842,0.019293
-0.0076888,0.0227905,0.0191157
-0.00763272,0.0225983,0.0189496
-0.00757788,0.0224075,0.018778
-0.00752406,0.0222181,0.0186092
-0.00747215,0.02203,0.0184331
-0.00742037,0.0218432,0.0182732
-0.00736927,0.0216576,0.0181096
-0.00731901,0.0214734,0.0179454
-0.00726859,0.0212904,0.017791
-0.00722012,0.0211087,0.0176193
-0.00717176,0.0209282,0.0174639
-0.00712426,0.0207489,0.0173031
-0.00707622,0.0205708,0.0171554
-0.00702974,0.0203939,0.0169905
-0.00698339,0.0202182,0.0168387
-0.0069377,0.0200436,0.0166832
-0.0068911,0.0198701,0.0165425
-0.00684531,0.0196979,0.0163881
-0.0067995,0.0195267,0.0162418
-0.00675421,0.0193567,0.0160921
-0.00670935,0.0191879,0.0159437
-0.00666547,0.0190202,0.0157916
-0.00662091,0.0188535,0.0156545
-0.00657627,0.018688,0.0155138
-0.00653167,0.0185236,0.0153731
-0.00648765,0.0183603,0.0152287
-0.00644468,0.0181981,0.0150809
-0.00640114,0.018037,0.014948
-0.00635739,0.017877,0.0148134
-0.00631413,0.017718,0.0146736
-0.00627109,0.0175602,0.0145372
-0.00622743,0.0174034,0.014409
-0.00618485,0.0172477,0.0142674
-0.00614189,0.0170931,0.0141391
-0.00609925,0.0169395,0.0140058
-0.00605724,0.0167871,0.0138708
-0.00601402,0.0166356,0.0137526
-0.00597207,0.0164853,0.0136144
-0.00592954,0.016336,0.0134928
-0.00588714,0.0161877,0.0133664
-0.00584363,0.0160406,0.0132518
-0.00580092,0.0158945,0.0131222
-0.00575715,0.0157495,0.0130095
-0.00571479,0.0156055,0.0128767
-0.00567233,0.0154627,0.0127576
-0.00563027,0.0153208,0.0126351
-0.00558697,0.0151801,0.012528
-0.00554471,0.0150404,0.0124025
-0.0055018,0.0149018,0.0122924
-0.00545819,0.0147642,0.0121841
-0.00541479,0.0146278,0.0120693
-0.00537168,0.0144924,0.0119548
-0.00532797,0.0143581,0.011849
-0.00528533,0.0142249,0.0117299
-0.00524207,0.0140928,0.0116263
-0.0051987,0.0139617,0.0115195
-0.00515551,0.0138318,0.0114113
-0.00511257,0.0137029,0.0113035
-0.00507033,0.0135751,0.0111926
-0.00502769,0.0134483,0.0110922
-0.00498457,0.0133226,0.0109937
-0.00494127,0.013198,0.0108939
-0.00489825,0.0130745,0.0107913
-0.00485558,0.012952,0.0106889
-0.0048135,0.0128306,0.0105852
-0.00477092,0.0127103,0.0104921
-0.00472774,0.012591,0.010401
-0.00468598,0.0124728,0.0102936
-0.00464448,0.0123557,0.0101967
-0.00460138,0.0122396,0.010117
-0.00455933,0.0121245,0.010016
-0.00451795,0.0120106,0.00991874
-0.00447611,0.0118976,0.00983215
-0.00443408,0.0117857,0.00974439
-0.00439348,0.0116749,0.00964364
-0.00435313,0.011565,0.00955351
-0.00431136,0.0114562,0.00947893
-0.00427039,0.0113484,0.00938657
-0.00423042,0.0112416,0.00929307
-0.00418974,0.0111359,0.0092151
-0.00414881,0.0110311,0.00913452
